Horizontal,Vertical,Time,Temperature,RPM,Load,Degradation
"[6145426.300972947, 35.56898559746622, 0.0926193110413621, 45.39134055479903, -0.02691297298346254, 0.00531178152811001, 5.320673479357355]","[6142994.909162232, 35.56898559746622, 0.0926193111013649, 45.394877097167395, -0.017312987861550784, 0.005463557285420249, 5.320057435345607]",25.97656,25.0,1800.0,4000.0,0.1070318122075926
"[2618905.5913128755, 42.51426712343621, 0.30335779932752, 33.51985386661569, -1.3118109266538114, -0.01565170844896999, 3.4988441603737]","[2621092.3494506273, 42.51426712343621, 0.3126573637675789, 33.39950736632499, -1.30299036149582, -0.01707822905349435, 3.49878857547762]",25.99609,25.0,1800.0,4000.0,0.10711231349433512
"[2175976.6034893612, 27.832970270664603, 0.12760129082577937, 34.97742702999076, -1.125389394019506, -0.04199876255654002, 3.196549088896299]","[2177544.991460916, 27.832970270664603, 0.12760129099492964, 35.10896584792732, -1.141333976803645, -0.043936125700311704, 3.1973275034096162]",26.01562,25.0,1800.0,4000.0,0.10719281482824337
"[3845102.533358774, 20.829643042330236, 0.07803354777771154, 57.82297724993514, -0.2418365368261441, -0.010523789498060002, 4.199710949377928]","[3847901.58274364, 20.829643042330236, 0.07803354772639612, 57.783561745603215, -0.24576568334567955, -0.011284804693467626, 4.2008727893282325]",26.03516,25.0,1800.0,4000.0,0.1072733574286746
"[4722864.520936259, 70.99723687829994, 0.1152729146438176, 41.35600993332391, -0.09725784181721574, 0.0004228158957199959, 4.923777159667342]","[4721650.454182458, 70.99723687829994, 0.11527291459768088, 41.348804871099354, -0.09785208259215085, -0.00019854385952992892, 4.922983957650595]",26.05469,25.0,1800.0,4000.0,0.10735385885693853
"[3309071.7997312034, 70.99723687829994, 0.07315249581234068, 40.225945784148024, -0.5500345162357423, -0.0010583032921499971, 3.987813302955817]","[3305871.307508861, 70.99723687829994, 0.07315249574588949, 40.24662944312334, -0.5565155872362377, -0.0018997821939022578, 3.9862931901169163]",26.07422,25.0,1800.0,4000.0,0.10743436033236824
"[2041756.4346462602, 42.51426712343621, 0.16922869121744266, 15.714095523602214, -0.5547961492503464, -0.003261793554059995, 3.021935384314724]","[2041552.788600315, 42.51426712343621, 0.16922869107610325, 15.676851030027812, -0.5577322172636185, -0.0042231619693174766, 3.0222469984302243]",26.09375,25.0,1800.0,4000.0,0.10751486185496383
"[1825752.3047960687, 21.299270527843998, 0.17526077809165652, 17.84924772097816, -0.7980444621745264, -0.04052104514313001, 2.920312706954346]","[1825048.1351467199, 21.299270527843998, 0.17526077795438255, 17.808076013528847, -0.8017443295238226, -0.040119839768544205, 2.920820955107107]",26.11328,25.0,1800.0,4000.0,0.10759536342472523
"[7484710.461181933, 70.99723687829994, 0.11643840159028884, 35.72348178302885, -0.12274387907488399, -0.008314080938750006, 5.842823620613074]","[7481274.262395142, 70.99723687829994, 0.11643840159556104, 35.710664623371756, -0.1250486888976576, -0.0062011544887939675, 5.841908893667547]",26.13281,25.0,1800.0,4000.0,0.10767586504165254
"[6290935.891560269, 70.99723687829994, 0.11643840159028884, 35.752729268080394, -0.09623702985671936, 0.016007929753179998, 5.840450598157941]","[6288529.834034173, 70.99723687829994, 0.11643840159556104, 35.72984337656099, -0.09750168209999717, 0.017974557347220012, 5.83996067190247]",26.15234,25.0,1800.0,4000.0,0.10775636670574577
"[1286930.9264294528, 27.832970270664603, 0.23360404046688257, 10.163488122001903, 0.645759937338933, -0.022595998166789998, 2.423386492239179]","[1284696.8541353412, 27.832970270664603, 0.2303997892885438, 10.195946565606851, 0.6473759819553018, -0.018861618102517987, 2.4234371960723786]",26.17188,25.0,1800.0,4000.0,0.10783690963653125
"[4846360.779469191, 21.299270527843998, 0.08322435519847578, 50.08802332777978, 0.7552312482322886, -0.01077085098867998, 5.185808144031038]","[4846260.3950296575, 21.299270527843998, 0.08322435542633272, 50.15749444277794, 0.7569929272198002, -0.006534482514812514, 5.186676126574606]",26.19141,25.0,1800.0,4000.0,0.10791741139498054
"[6767853.470201937, 42.51426712343621, 0.0882466843195561, 43.65238173147476, 0.6239172596630775, -0.0007869172852299684, 5.365555187520802]","[6769250.284970222, 42.51426712343621, 0.08824668454346549, 43.71472025345247, 0.6263218795895166, 0.0021787801711794365, 5.366328796065418]",26.21094,25.0,1800.0,4000.0,0.10799791320059586
"[2061895.6238044654, 24.34793550567121, 0.1791007270608395, 28.580452239887514, 0.7099992120349872, -0.006578523652559988, 3.1496600443859113]","[2060433.5639543177, 24.34793550567121, 0.17910072701786742, 28.53862256884115, 0.7059275036565471, -0.005093303307171717, 3.1483004814650903]",26.23047,25.0,1800.0,4000.0,0.10807841505337716
"[1699443.7460215916, 36.370927965583945, 0.13128357648113304, 42.41532358452019, 1.4101776402034851, -0.033533568740229995, 2.8075863347082946]","[1698524.7035193024, 36.370927965583945, 0.13128357643541055, 42.351448659970686, 1.4060402982786722, -0.033046173637528285, 2.8073519910118296]",26.25,25.0,1800.0,4000.0,0.10815891695332457
"[2303916.6188145694, 21.299270527843998, 0.07175014686414947, 38.03125989901131, -0.4722880244678861, -0.03322536065851001, 3.3942609637771315]","[2307155.0944258887, 21.299270527843998, 0.07639449109855903, 38.05535516201825, -0.47341420470141615, -0.03208732568556987, 3.3966741004436884]",26.26953,25.0,1800.0,4000.0,0.10823941890043803
"[4520873.378770131, 27.832970270664603, 0.07834435350725176, 45.2586476092866, 0.3215395624760191, 0.013208671733019997, 4.7182054775329725]","[4522662.728662049, 27.832970270664603, 0.07834435335623077, 45.186746835308256, 0.32214204485007736, 0.01217664380770641, 4.718988411812514]",26.28906,25.0,1800.0,4000.0,0.10831992089471758
"[5237792.332510728, 72.5979486027315, 0.08824667975472605, 54.303302631891356, 0.048309689087423516, 0.01973748164259999, 4.759357764505559]","[5239734.0017624535, 72.5979486027315, 0.08824667960853727, 54.25006647142446, 0.04999018738012516, 0.016803242492466973, 4.759750477110269]",26.30859,25.0,1800.0,4000.0,0.10840042293616331
"[2899757.344004095, 70.99723687829994, 0.10240872546583993, 54.5354875891571, -1.0240369112019128, -0.03509113031152998, 3.7359901419464783]","[2903655.88880122, 70.99723687829994, 0.10240872552786687, 54.50002743082, -1.023465652625933, -0.036162690871057286, 3.738529469977138]",26.32812,25.0,1800.0,4000.0,0.10848092502477516
"[2431390.6034682733, 27.832970270664603, 0.243528846850873, 10.212329356403083, 0.4602010310752674, -0.037914011765439994, 3.3693449742423556]","[2433112.7232001964, 27.832970270664603, 0.2435288469717185, 10.210694520495315, 0.45924644966733674, -0.03777601075588279, 3.3701716181398518]",26.34766,25.0,1800.0,4000.0,0.10856146838029691
"[5856517.179992607, 20.829643042330236, 0.08203942230998026, 43.54209994218432, 0.8199893811548298, 0.0020697624439600126, 5.308740958731781]","[5853843.00175662, 20.829643042330236, 0.08203942232225792, 43.56091623235978, 0.8249685181741162, 0.0016646411177803646, 5.307493692079112]",26.36719,25.0,1800.0,4000.0,0.10864197056326536
"[6524546.352124104, 20.829643042330236, 0.0882466843195561, 49.17385395992331, 0.19276829411476834, 0.011210488923600034, 5.334107357686008]","[6523452.442435977, 20.829643042330236, 0.08824668433139457, 49.16686335098127, 0.1974788447951992, 0.011712829598478016, 5.333304293654032]",26.38672,25.0,1800.0,4000.0,0.10872247279340005
"[2915252.2404582235, 69.43181923688384, 0.1211057329374127, 42.188330647088854, -0.6113905559214794, 0.007547411852660001, 3.698334794130148]","[2915638.4157619206, 69.43181923688384, 0.12478905195573278, 42.03746477548666, -0.6157140647314521, 0.009085475553188139, 3.698588328843449]",26.40625,25.0,1800.0,4000.0,0.10880297507070102
"[2489587.6575005716, 24.34793550567121, 0.10251543571688755, 26.184948682540945, 0.5751917258661936, -0.03333961882505001, 3.6091394393637355]","[2488704.4061643514, 24.34793550567121, 0.10251543546818474, 26.117923357680358, 0.5679419281673503, -0.031055749103573314, 3.608882156122054]",26.42578,25.0,1800.0,4000.0,0.10888347739516825
"[4300439.814666008, 21.299270527843998, 0.07834435822297095, 53.74166732649161, 0.6791145487597221, -0.022561876783900012, 4.482457681230834]","[4301047.499943957, 21.299270527843998, 0.07834435852088334, 53.83006071133172, 0.680059421948284, -0.020511371823190162, 4.4826363425598155]",26.44531,25.0,1800.0,4000.0,0.10896397976680187
"[4024217.7088088617, 20.829643042330236, 0.0833677015428693, 59.37171234246233, 0.6907814115911026, 0.011446820803019998, 4.319707027413571]","[4024831.3645042186, 20.829643042330236, 0.08336770183569742, 59.4904403515852, 0.6964014183638871, 0.009702035047156613, 4.3194049992616215]",26.46484,25.0,1800.0,4000.0,0.10904448218560184
"[2937484.954956672, 70.99723687829994, 0.09312455874617183, 31.52543575880044, -0.5256428058127234, 0.0031975908939599674, 3.731710901370146]","[2937400.4348753835, 70.99723687829994, 0.09312455902155908, 31.588971768071488, -0.5252027115624286, 0.0008204221130143337, 3.732054731420561]",26.48438,25.0,1800.0,4000.0,0.10912502587148092
"[2796762.7333450653, 42.51426712343621, 0.08322425895061863, 30.436472181806607, -0.4823978165508927, -0.013086496169480018, 3.839708715199094]","[2800483.9168153517, 42.51426712343621, 0.08322425923525119, 30.490511108983128, -0.488346982459055, -0.01461814498541585, 3.841772601698752]",26.50391,25.0,1800.0,4000.0,0.10920552838463783
"[1843513.2347891245, 28.46049556315417, 0.08093764010994248, 37.33322932089062, -1.2831300631499927, -0.018958214934980018, 2.828644177431197]","[1844385.9835223248, 28.46049556315417, 0.08093764027657749, 37.34128298562554, -1.284175744361116, -0.019926340567141685, 2.830201726778043]",26.52344,25.0,1800.0,4000.0,0.10928603094496116
"[7123649.382914544, 42.51426712343621, 0.11643840159028884, 39.34016319671086, 0.39701402848006767, -0.009683142749649995, 5.692531284926365]","[7122317.415369439, 42.51426712343621, 0.1164384014243789, 39.302945627329706, 0.40163793213868526, -0.010023406424759657, 5.691627978253603]",26.54297,25.0,1800.0,4000.0,0.10936653355245098
"[6646465.566825336, 70.99723687829994, 0.1162472001726674, 37.06845538751871, 0.5035104279361864, -0.015270148843409985, 5.772789064144733]","[6643232.384783683, 70.99723687829994, 0.11624720000640029, 37.0467830208683, 0.5078837134177941, -0.01547337604360141, 5.771446366006966]",26.5625,25.0,1800.0,4000.0,0.10944703620710729
"[1436889.1613031721, 27.21928127950857, 0.2912223522280598, 9.132889441576468, 0.8166340574240395, -0.028788257970519978, 2.671957798075415]","[1436751.1901425207, 27.21928127950857, 0.2912223523410038, 9.164802841569054, 0.8217475513507974, -0.028348709849518424, 2.6725206662692753]",26.58203,25.0,1800.0,4000.0,0.10952753890893016
"[1678956.2438479767, 27.832970270664603, 0.1118020395733279, 22.041924783518255, -0.29508356150972453, -0.019650518712179977, 2.741742195499929]","[1677400.8143245028, 27.832970270664603, 0.11180203947009185, 22.02162091744363, -0.290065159834601, -0.018746368384140316, 2.741314432949376]",26.60156,25.0,1800.0,4000.0,0.10960804165791956
"[6384631.345580781, 27.832970270664603, 0.0882466843195561, 46.43275080549049, 0.511491368520448, 0.00408302767276001, 5.237245024126232]","[6383012.7475064015, 27.832970270664603, 0.08824668446858427, 46.54475035320327, 0.5270714077971623, 0.005923393031525211, 5.236721186111054]",26.62109,25.0,1800.0,4000.0,0.10968854445407554
"[5191858.756364287, 20.829643042330236, 0.0882466843195561, 43.15909014141265, 0.5782217805999673, -0.006726104577519983, 5.3450945386424085]","[5191209.675910154, 20.829643042330236, 0.08824668446858427, 43.224126746617955, 0.5944800646943313, -0.00496338998907541, 5.346005857080004]",26.64062,25.0,1800.0,4000.0,0.10976904729739809
"[1511665.762062489, 70.99723687829994, 0.1045409531637361, 30.970395323955124, 0.6255030660765165, -0.020050635668019998, 2.658080920867407]","[1515148.4998931508, 70.99723687829994, 0.11242605994097407, 30.986422814525277, 0.6469090349595265, -0.01948174052206741, 2.6605778978535817]",26.66016,25.0,1800.0,4000.0,0.10984959140801742
"[1581329.1606694257, 27.832970270664603, 0.03484437949760916, 57.66191685748216, -0.7807655173989759, -0.048469400903580005, 2.6746770389742864]","[1582507.3953734438, 27.832970270664603, 0.03484437944227084, 57.47201087191507, -0.7691295054157967, -0.04802892790457036, 2.67620526678184]",26.67969,25.0,1800.0,4000.0,0.10993009434569748
"[4627602.722171275, 27.832970270664603, 0.10597108967510709, 39.375946330711216, -0.3152623252125009, -0.020036784715379966, 4.736933030013034]","[4629928.985437637, 27.832970270664603, 0.10597108963087573, 39.374701938601824, -0.31176865299470974, -0.019783808914198696, 4.73684452768475]",26.69922,25.0,1800.0,4000.0,0.1100105973305442
"[5804324.24371537, 23.811088024719595, 0.10705361129425867, 37.75121393940619, -0.3556833879207898, 0.028777733848270037, 5.161977088883239]","[5809175.040145967, 23.811088024719595, 0.10705361138221908, 37.7754247976416, -0.35613333051007684, 0.028332953652793695, 5.162488855241182]",26.71875,25.0,1800.0,4000.0,0.11009110036255765
"[2976456.2394048823, 23.811088024719595, 0.06211049062375026, 51.24036781183498, -0.2812557797032183, -0.011559136015159984, 3.786228693563865]","[2976595.8669568026, 23.811088024719595, 0.0621104908843617, 51.35467614465829, -0.2880231893133236, -0.010699107371815696, 3.7863694485970822]",26.73828,25.0,1800.0,4000.0,0.1101716034417378
"[3745560.8233354604, 41.576870307825104, 0.07834433501315652, 36.45689228046282, 0.6221442502674092, -0.03151359750443001, 4.388087681699764]","[3745107.4274360915, 41.576870307825104, 0.07834433511393235, 36.47665879877663, 0.620796995849221, -0.030686246038028043, 4.388603713431956]",26.75781,25.0,1800.0,4000.0,0.11025210656808478
"[7947473.847773295, 70.99723687829994, 0.12541638464984917, 32.79175809854002, 0.6804263056017708, -0.022244804580200003, 6.251706946584708]","[7952839.7906792145, 70.99723687829994, 0.12541638464783894, 32.79090105904508, 0.6785462175919644, -0.02356774162326314, 6.253418137457496]",26.77734,25.0,1800.0,4000.0,0.11033260974159854
"[7311462.534841287, 70.99723687829994, 0.0882466843195561, 46.73145920002163, 0.22327452005223689, -0.009834844820730037, 5.61157256542335]","[7318560.0821085125, 70.99723687829994, 0.08824668464206871, 46.753984433675974, 0.21832543785996542, -0.0119355710248231, 5.613139671087656]",26.79688,25.0,1800.0,4000.0,0.11041315418257831
"[2440278.0920888702, 35.56898559746622, 0.08992540609331687, 75.11184606132055, -2.365018129796191, -0.0071956713804000125, 3.30093299658261]","[2441319.0708243, 35.56898559746622, 0.0899254062713053, 75.41357733040543, -2.3828421561447226, -0.006772667231274042, 3.300829339557053]",26.81641,25.0,1800.0,4000.0,0.11049365745044991
"[2455033.932972977, 27.832970270664603, 0.1712369570582588, 19.199629357103344, -0.31290468191840953, -0.01836191679254, 3.5651792995749294]","[2452402.1641188147, 27.832970270664603, 0.1712369570266269, 19.213351333312836, -0.3136090878698144, -0.01683881058604151, 3.5636475400608005]",26.83594,25.0,1800.0,4000.0,0.11057416076548839
"[5014166.640845725, 20.829643042330236, 0.09299932484497603, 39.384261189801535, 0.47574840132722096, -0.017321254240799992, 4.962721309831349]","[5010091.891704906, 20.829643042330236, 0.09299932485687845, 39.42989808758683, 0.4837213522557369, -0.01844241618705343, 4.960981608970224]",26.85547,25.0,1800.0,4000.0,0.11065466412769379
"[4527386.485685521, 20.829643042330236, 0.06812718709760934, 55.6771255150549, 0.7305169012427672, -0.0025723062998000206, 4.474632145014426]","[4524777.054864857, 20.829643042330236, 0.06812718711053817, 55.74710625755854, 0.7416710618739355, -0.0037062916806163983, 4.472958326663886]",26.875,25.0,1800.0,4000.0,0.11073516753706612
"[2741440.5808530063, 70.99723687829994, 0.08322427949094488, 40.54570701567262, -0.6150698119008348, -0.00927789265027002, 3.5152889159360883]","[2739165.608907577, 70.99723687829994, 0.08322427954234489, 40.55796201260819, -0.6182872402869971, -0.0070925382593373726, 3.515039861373978]",26.89453,25.0,1800.0,4000.0,0.1108156709936054
"[3426386.5561485905, 42.51426712343621, 0.09787620390622873, 27.31836951422982, -0.43681306644226764, -0.022308609188620022, 4.0922052062309]","[3426734.6748492275, 42.51426712343621, 0.09787620395526567, 27.334537004931917, -0.4384697316497593, -0.019051117199365336, 4.092706179350995]",26.91406,25.0,1800.0,4000.0,0.1108961744973117
"[2402306.216027606, 28.46049556315417, 0.1384562171458037, 20.427962041118768, -0.33479404348999087, -0.015876914453140028, 3.379753152483421]","[2404838.3488753047, 28.46049556315417, 0.13459564651943412, 20.480276632289186, -0.3307779927732592, -0.015639856740153443, 3.3799747147524157]",26.93359,25.0,1800.0,4000.0,0.11097667804818499
"[5015002.420790288, 42.51426712343621, 0.06775838737718658, 54.768624312153605, 0.2852200170055319, -0.00964141919337002, 4.701105877570076]","[5011684.090842269, 42.51426712343621, 0.06775838748891627, 54.76773078957711, 0.29412268820425225, -0.009062013216946174, 4.699629195778759]",26.95312,25.0,1800.0,4000.0,0.11105718164622538
"[6757019.284025917, 70.99723687829994, 0.09299932484497603, 40.22749144234557, -0.2824351640963858, -0.009953090013249965, 5.538022540685669]","[6753580.500493558, 70.99723687829994, 0.09299932494713445, 40.19083200993383, -0.27604255511149817, -0.007002111943955197, 5.5369672449345]",26.97266,25.0,1800.0,4000.0,0.11113772651194936
"[2818798.205982554, 23.811088024719595, 0.0922797676655294, 54.95739339306699, -1.277716200263285, -0.01893051912606998, 3.876243681929397]","[2816429.634497411, 23.811088024719595, 0.09227976760020398, 54.90046355085242, -1.2731071190504522, -0.016786919772547523, 3.8749816918270197]",26.99219,25.0,1800.0,4000.0,0.11121823020434807
"[1442342.6912475398, 27.832970270664603, 0.13373225371835776, 17.159893993031808, -0.520641357057434, -0.026646005745259996, 2.5839933863693836]","[1440576.5721845347, 27.832970270664603, 0.13373225379053544, 17.195802087033787, -0.5276862467161852, -0.025088217286908777, 2.582184304663101]",27.01172,25.0,1800.0,4000.0,0.1112987339439139
"[5527454.7501444835, 70.99723687829994, 0.07803356588131728, 59.72716113542564, 0.3370244034897393, -0.021822362717419993, 4.850494917622748]","[5527313.842946852, 70.99723687829994, 0.0827882360294302, 59.72660035926808, 0.33976769513272076, -0.02203126453366838, 4.849411528090591]",27.03125,25.0,1800.0,4000.0,0.1113792377306469
"[5440548.719266601, 23.811088024719595, 0.08797801095235741, 45.47383734747408, 0.23946139659790233, -0.00975857313566001, 5.209210264927513]","[5437645.462493525, 23.811088024719595, 0.09261931123047494, 45.49937651181998, 0.24318448384501, -0.01088984943652957, 5.207250865859242]",27.05078,25.0,1800.0,4000.0,0.11145974156454708
"[1940031.264246338, 24.34793550567121, 0.1637453589135456, 16.203700143890277, -0.20068846007068308, -0.023389501685989997, 3.1420282859627746]","[1938525.7526087086, 36.370927965583945, 0.16374535879135882, 16.221299010973794, -0.19907564141509945, -0.0231521538975682, 3.1397229191857394]",27.07031,25.0,1800.0,4000.0,0.11154024544561447
"[1794388.7954980922, 27.832970270664603, 0.046488964222265616, 51.85468555525603, -0.4741647724274741, -0.035282891629880006, 2.873440354280446]","[1797666.9084425154, 27.832970270664603, 0.04648896461644121, 51.988565739360574, -0.48660377168045216, -0.03524303335214451, 2.875615189879441]",27.08984,25.0,1800.0,4000.0,0.11162074937384911
"[4079712.4032466994, 21.779486287708007, 0.08278819473162859, 43.98007638861317, -0.6658546999686269, -0.01857096741620998, 4.541395183990435]","[4081699.9589718725, 21.779486287708007, 0.08278819467740783, 43.95378658464368, -0.6600437570453734, -0.019357141663835353, 4.542646254635765]",27.10938,25.0,1800.0,4000.0,0.11170129456993663
"[5229686.530202237, 72.5979486027315, 0.09261927675446051, 37.02880840055751, -0.5245555579794675, 0.0029021790928700176, 4.994607583551876]","[5228481.778745641, 72.5979486027315, 0.09261927667586874, 37.02684017194585, -0.5153837114986318, 0.004068168040064669, 4.994652471293189]",27.12891,25.0,1800.0,4000.0,0.11178179859253
"[2836459.377975739, 36.370927965583945, 0.06211047150550767, 47.78334739474926, -0.4027009228489635, -0.0035966915436400023, 3.6061919269743727]","[2836920.699637977, 36.370927965583945, 0.06211047164385696, 47.80042715939261, -0.3951007562108595, 0.00029205441606796614, 3.606821517564495]",27.14844,25.0,1800.0,4000.0,0.11186230266229068
"[2227816.9556867965, 42.51426712343621, 0.12387632037049229, 51.412203695566085, 2.184305842197979, -0.01964893365598001, 3.1829378463265354]","[2227614.6214023884, 42.51426712343621, 0.1238763201762371, 51.27492493894981, 2.1729770935621904, -0.016412059494595323, 3.183326198371048]",27.16797,25.0,1800.0,4000.0,0.11194280677921875
"[5056776.888527764, 21.299270527843998, 0.09763960867378224, 46.444105234949, 0.9685762394078987, -0.01089937466102, 5.329588427363427]","[5057173.057492035, 21.299270527843998, 0.09763960910779824, 46.4105064586803, 0.9636761011153903, -0.009282812275961842, 5.331901204980371]",27.1875,25.0,1800.0,4000.0,0.11202331094331415
"[6826184.5188161405, 70.99723687829994, 0.09763960867378224, 45.855193454470744, -0.17732984743108798, 0.00459931095895001, 5.453049031437954]","[6825145.70009603, 70.99723687829994, 0.09763960910779824, 45.84877153399593, -0.18052890284932005, 0.006310710886775537, 5.454490921102388]",27.20703,25.0,1800.0,4000.0,0.11210381515457699
"[2579753.7563840128, 35.56898559746622, 0.13128363034871704, 62.7043536786403, -2.4536637993098305, -0.013445554073370001, 3.417050020322389]","[2578168.692133143, 35.56898559746622, 0.1312836300233322, 62.629096547645275, -2.458751171905096, -0.013575873481181146, 3.416779442329764]",27.22656,25.0,1800.0,4000.0,0.11218431941300726
"[1435828.5824126918, 42.51426712343621, 0.35608381855328225, 9.68660082250149, 0.8414247108380105, -0.011287762200980012, 2.6110691955530685]","[1436661.426269944, 42.51426712343621, 0.3488229564882148, 9.657851499805997, 0.8421852135741646, -0.013331501427272319, 2.611155135601653]",27.24609,25.0,1800.0,4000.0,0.11226482371860498
"[4558938.597657195, 28.46049556315417, 0.08797801095235741, 52.207172593996404, 0.34262309859872275, -0.017268343845569988, 4.951478894055237]","[4558223.845507772, 28.46049556315417, 0.08797801102633421, 52.22589978853758, 0.3297586455278901, -0.017892026348801635, 4.950388672796918]",27.26562,25.0,1800.0,4000.0,0.1123453280713702
"[5438749.83081301, 20.829643042330236, 0.09299932484497603, 51.05340589354508, 0.24130794599226865, -0.027484573631500007, 4.9896841633204465]","[5437255.779441999, 20.829643042330236, 0.09299932491765374, 51.05818521499489, 0.2300508306200699, -0.025953854655503955, 4.989052994449173]",27.28516,25.0,1800.0,4000.0,0.11242587369220594
"[2328129.030810549, 70.99723687829994, 0.06699347396500151, 44.49142291645044, -0.08495060901288327, -0.006201511939020017, 3.189316557383045]","[2329999.4415075444, 70.99723687829994, 0.06699347441000619, 44.66061639843061, -0.08012842030375206, -0.004031253507136508, 3.191030483200516]",27.30469,25.0,1800.0,4000.0,0.11250637813933038
"[2721663.3736791387, 67.90091747946275, 0.09197159465922318, 35.20743850459054, -0.27123258254981336, -0.02373813479718001, 3.7118855944738836]","[2722748.9758687336, 67.90091747946275, 0.09197159506592958, 35.29991270537126, -0.27260451316524054, -0.02282900631244577, 3.7127291258937896]",27.32422,25.0,1800.0,4000.0,0.11258688263362239
"[2372997.217945447, 28.46049556315417, 0.10160737768076586, 27.01582166258317, -0.4298936396915384, -0.025304950658139983, 3.2892427419312074]","[2372384.860983817, 28.46049556315417, 0.09642064880825366, 26.98411550891874, -0.4318596915614841, -0.023125305896622247, 3.289291501500203]",27.34375,25.0,1800.0,4000.0,0.112667387175082
"[4373626.240253186, 28.46049556315417, 0.06273200761786442, 63.11418606305537, -0.0808722003112684, -0.02035888032795997, 4.492481589544174]","[4374621.744493198, 28.46049556315417, 0.06273200779132805, 63.10127505382742, -0.07698484348531388, -0.01892519113969892, 4.4933019512410235]",27.36328,25.0,1800.0,4000.0,0.11274789176370927
"[6359163.943860977, 70.99723687829994, 0.10251554266777474, 43.345634412579116, -0.4347320118842762, -0.00678078901641996, 5.43221878276661]","[6358645.7565851975, 70.99723687829994, 0.10251554281942624, 43.363987380745506, -0.4346871053951196, -0.006140922202329747, 5.432422863078016]",27.38281,25.0,1800.0,4000.0,0.11282839639950418
"[3261076.4728053133, 70.99723687829994, 0.08336766421541275, 45.04087834224566, -0.7965695455706131, -0.007308143310529972, 4.160210048846186]","[3261898.4696922125, 70.99723687829994, 0.08336766421625422, 45.066084532614596, -0.8047181887809621, -0.005611247259613032, 4.160120100963433]",27.40234,25.0,1800.0,4000.0,0.11290890108246679
"[1562732.6665099156, 26.619123513162695, 0.21730176262259954, 11.460725335617237, -0.2166079972659279, -0.04291378501895002, 2.7350547123477265]","[1560790.8257845815, 26.619123513162695, 0.21730176269187812, 11.509730849907438, -0.22696566614291971, -0.04272710337618884, 2.7351145706782254]",27.42188,25.0,1800.0,4000.0,0.11298944703366914
"[5534763.41239757, 70.99723687829994, 0.08278823583401695, 56.93407355024764, 0.39011993534224726, -0.04205562339953002, 4.915609412362563]","[5534313.065876921, 70.99723687829994, 0.08278823607121921, 56.98269226657702, 0.38502204051982597, -0.04201892611947888, 4.91588812242711]",27.44141,25.0,1800.0,4000.0,0.11306995181099135
"[5831355.137967633, 35.56898559746622, 0.09763960867378224, 48.897920908732196, 0.18431801213956234, 0.012989257280350011, 5.153048064009754]","[5831468.175388262, 35.56898559746622, 0.09763960889925512, 48.95201515562281, 0.17949087423020924, 0.013746237826131236, 5.152897490707072]",27.46094,25.0,1800.0,4000.0,0.1131504566354813
"[1928637.8741846792, 36.370927965583945, 0.1444948201718494, 23.778164889459585, -0.6175017188728215, -0.0010524081023600004, 3.0908863289455732]","[1928919.8423582923, 36.370927965583945, 0.14449482014275228, 23.79643134683685, -0.6175708830075982, -0.0005688179335250769, 3.089765054014815]",27.48047,25.0,1800.0,4000.0,0.11323096150713909
"[1794068.4117274543, 24.34793550567121, 0.05213985401211828, 43.6978255087292, -0.34908995362943124, -0.047870767851430004, 3.0406194368959563]","[1795384.9656097044, 24.34793550567121, 0.052139854192337576, 43.691353774333514, -0.33680334773000925, -0.047136949192294615, 3.04171786373492]",27.5,25.0,1800.0,4000.0,0.11331146642596467
"[3088763.6377059217, 27.832970270664603, 0.07264034707257397, 59.744379793611635, -0.3677841865656614, -0.025100295517239985, 3.7016823664703025]","[3092546.473049748, 27.832970270664603, 0.07264034718920286, 59.69932687303407, -0.3611377833940356, -0.0254429379470831, 3.703366215229758]",27.51953,25.0,1800.0,4000.0,0.1133919713919581
"[4952402.565558539, 21.299270527843998, 0.11624716362602461, 38.40090774631141, -0.46842342924468255, -0.017304074670139977, 4.931780982219763]","[4950246.332721721, 21.299270527843998, 0.11624716345118002, 38.40324658254706, -0.4723875692978294, -0.017660124468766716, 4.930934258074545]",27.53906,25.0,1800.0,4000.0,0.11347247640511941
"[3905196.1634093346, 27.832970270664603, 0.0879779712023645, 41.37076948708553, -0.5986904856671948, -0.005816635908179984, 4.393235025468239]","[3899980.6703530885, 27.832970270664603, 0.0879779710121947, 41.375201253287266, -0.6053876918497373, -0.007137902281182589, 4.391633332677008]",27.55859,25.0,1800.0,4000.0,0.11355298146544862
"[1981733.3773104069, 42.51426712343621, 0.2139125655495665, 11.679055499113423, 0.06441547892049303, -0.003642572824259991, 3.0840674160187307]","[1979974.5386004306, 42.51426712343621, 0.21391256546851245, 11.670222588569072, 0.07239737936733616, -0.00616565877144703, 3.082461274154527]",27.57812,25.0,1800.0,4000.0,0.1136334865729458
"[1705698.4923796577, 42.51426712343621, 0.17052864620560237, 17.348032841197057, -0.39555053006722607, -0.01589796521874998, 2.7773378787686243]","[1704991.5142925929, 21.299270527843998, 0.1705286461172747, 17.342639633019854, -0.3848005920103967, -0.016689000249988345, 2.7756165621029676]",27.59766,25.0,1800.0,4000.0,0.11371403294890034
