Horizontal,Vertical,Time,Temperature,RPM,Load,Degradation
"[179535.28222815407, 26.032198621733905, 0.45852434120560914, 9.447693820845188, -0.6800270079225434, 0.012332446569289985, 0.9801385818614187]","[179462.62459854028, 26.032198621733905, 0.4619196328240778, 9.463146164166776, -0.6792579167911086, 0.012143497669583246, 0.979916479236363]",21.03516,25.0,1800.0,4000.0,0.10284854686579065
"[189100.55989277767, 24.896886810585187, 0.5336712547406084, 7.333074615260408, -0.5655824279195923, 0.003922327359559997, 0.982899017330155]","[189011.67203629407, 24.896886810585187, 0.5323471142584647, 7.328683274015702, -0.5643190874868558, 0.003692759253774813, 0.9829127625170428]",21.05469,25.0,1800.0,4000.0,0.10294406629868809
"[392074.8758836675, 21.299270527843998, 0.09404397990432223, 63.577876025107315, 3.3885828272633187, -0.0004948097166800092, 1.391221675605626]","[391981.74379873567, 21.299270527843998, 0.0940439798027875, 63.41200975186297, 3.382282514292332, -0.001078724225571644, 1.3910889223281837]",21.07422,25.0,1800.0,4000.0,0.1030395857875504
"[437769.32436684944, 21.299270527843998, 0.1260800736215975, 44.52989954783414, 2.6965002458580924, 0.0053747509338399994, 1.5325797197447202]","[437533.30191898596, 21.299270527843998, 0.12608007352564943, 44.40794293384764, 2.6906656865306866, 0.004934272068289444, 1.5325616665518362]",21.09375,25.0,1800.0,4000.0,0.10313510533237759
"[218311.50349288416, 21.299270527843998, 0.2627172429218369, 7.8306712188935546, 0.5807892095679951, 0.007780116391929997, 1.1109985710736858]","[218482.81382689675, 21.299270527843998, 0.25992793435417194, 7.838872988246099, 0.5805790591383344, 0.007704778255333233, 1.1115832920171662]",21.11328,25.0,1800.0,4000.0,0.10323062493316973
"[174890.5365093469, 35.56898559746622, 0.5256351695381125, 4.016436769395831, -0.10783797912851326, 0.0072725996858, 0.8738375895954772]","[175137.73447990697, 35.56898559746622, 0.5229074070445017, 3.9750767788973045, -0.10409240098978503, 0.007318584359311247, 0.8739677900963927]",21.13281,25.0,1800.0,4000.0,0.10332614458992678
"[269225.97374504944, 34.01775705752766, 0.206912504481352, 17.03671344113309, -0.4447591619045224, 0.008352248523690002, 1.0775361417392624]","[269359.13686457707, 34.01775705752766, 0.22157380958750753, 17.06115948602953, -0.4530967271570922, 0.007966829829857398, 1.0775790660742157]",21.15234,25.0,1800.0,4000.0,0.10342166430264885
"[238048.54265299696, 22.772642910514097, 0.2357362593684541, 13.289547903439683, -0.23772940251149421, 0.0075892939145599915, 1.1437279343027953]","[237988.5521808565, 22.772642910514097, 0.24127091049897562, 13.31971458610614, -0.24533731269195533, 0.006901474900990911, 1.1437835935076157]",21.17188,25.0,1800.0,4000.0,0.10351723298060206
"[158768.5814967592, 21.779486287708007, 0.3003144329211914, 2.8127782135624537, 0.10499711865227973, 0.004676929941789998, 0.9327601952768636]","[158798.46173372754, 21.779486287708007, 0.29675579646257955, 2.804951271483853, 0.10270074595844035, 0.004417779962085884, 0.9328163121941757]",21.19141,25.0,1800.0,4000.0,0.10361275280528286
"[149274.04342782477, 21.299270527843998, 0.7246436968560734, 0.3702027645137398, -0.010460609418343715, -0.0056260572856099995, 0.8231070963078588]","[149050.65776799025, 21.299270527843998, 0.7229296155273872, 0.37194699649451834, -0.012724836038725287, -0.005527015654400545, 0.823119569930635]",21.21094,25.0,1800.0,4000.0,0.10370827268592876
"[176985.27848691953, 21.299270527843998, 0.34840717311272795, 3.439419481833319, -0.29588800331333825, -0.00015542479878000127, 0.8944939643513337]","[176659.88770313532, 21.299270527843998, 0.3506279764203537, 3.4465593346460777, -0.29322766389496213, -0.0001137022534426988, 0.8945671804221627]",21.23047,25.0,1800.0,4000.0,0.10380379262253975
"[229054.496529577, 32.53418043238794, 0.2982581176630076, 7.373971966367037, -0.6929040720870311, 0.01642769530953, 1.0480328910334935]","[229055.59095644948, 32.53418043238794, 0.2955293358273613, 7.410324649958806, -0.691794289662736, 0.016083164196676127, 1.0482620804263107]",21.25,25.0,1800.0,4000.0,0.10389931261511594
"[218083.2028717521, 24.34793550567121, 0.2838978106807817, 6.06294980849775, -0.4093024436833445, 0.010163681230899996, 1.0652728912956342]","[218193.70814082818, 24.34793550567121, 0.2757990835650296, 6.091469418719143, -0.4099336994420711, 0.009991057513310026, 1.0655677365513503]",21.26953,25.0,1800.0,4000.0,0.10399483266365729
"[451733.40606557, 21.299270527843998, 0.19765478798475805, 63.91639686624538, 3.7204138539002996, -0.005817263834290001, 1.5101441434854879]","[451182.95075694734, 21.299270527843998, 0.18824451279917015, 63.87219835955902, 3.71388348104779, -0.005688868052222787, 1.5094691308217256]",21.28906,25.0,1800.0,4000.0,0.10409035276816384
"[427182.66066331713, 21.299270527843998, 0.21285893544686502, 58.37531810777192, 3.522879132859798, -0.0007039274004199977, 1.5469609386635994]","[426589.85829611507, 21.299270527843998, 0.20986371150949779, 58.36724493973987, 3.5192421108478107, -0.0009726061149935345, 1.5461059187391717]",21.30859,25.0,1800.0,4000.0,0.10418587292863568
"[197918.56026181547, 25.45821483364418, 0.3536769925453854, 4.635387336280229, 0.13161968184542075, 0.017462651658949998, 1.0448571210748936]","[197849.6998026702, 25.45821483364418, 0.35125675617818847, 4.650900189684138, 0.13369847042727986, 0.017226620974775987, 1.0449766749255367]",21.32812,25.0,1800.0,4000.0,0.1042813931450728
"[210638.3504676384, 22.772642910514097, 0.13709148713995614, 8.891058388805403, 0.22141224626038905, 0.010583946689589993, 1.005306002998022]","[210737.88489692652, 22.772642910514097, 0.13709148712355804, 8.889243663500276, 0.21592376314174075, 0.010557856979424749, 1.005622115419979]",21.34766,25.0,1800.0,4000.0,0.10437696232699925
"[206867.84933850507, 70.99723687829994, 0.12012234763155967, 8.497018108888645, 0.42143811164403866, 0.005679075627870003, 0.9803810350267981]","[207035.58908803403, 70.99723687829994, 0.11615499865280615, 8.474357582533791, 0.41511809053235554, 0.005823284051673475, 0.9808905651162039]",21.36719,25.0,1800.0,4000.0,0.1044724826553957
"[175565.98150372956, 35.56898559746622, 0.5965690945364004, 0.6335219876063105, 0.08553536033842067, 0.005350450803020004, 0.9132595117224547]","[176087.16803260503, 35.56898559746622, 0.592929503233142, 0.630081316381609, 0.08601032104236439, 0.005855321449959348, 0.9141953524347264]",21.38672,25.0,1800.0,4000.0,0.10456800303975752
"[145641.1384368897, 21.299270527843998, 0.5283587441928441, 0.5871866884532868, 0.09646010476435131, 0.004340318872239994, 0.838310262657509]","[145549.99801179857, 21.299270527843998, 0.5214718378853236, 0.5831266954663623, 0.09751240306014947, 0.004501718000436062, 0.8386393951682388]",21.40625,25.0,1800.0,4000.0,0.10466352348008474
"[132835.35018027778, 34.78472525171508, 0.6659581848776694, 2.052080537902662, -0.2812756534989007, 0.0038066243533299957, 0.8184110653960203]","[132646.64109184445, 34.78472525171508, 0.6683982532244446, 2.0559419651346262, -0.28313775755680276, 0.0037494375069873536, 0.8180149824366136]",21.42578,25.0,1800.0,4000.0,0.10475904397637743
"[160733.47674934752, 23.811088024719595, 0.722602738593616, 3.5993711141244473, -0.5661696224096835, 0.004028398101189998, 0.9044099874846889]","[160847.13993991402, 23.811088024719595, 0.722443448842124, 3.585812877934319, -0.5667645409310276, 0.004168455266198981, 0.9045845848192247]",21.44531,25.0,1800.0,4000.0,0.10485456452863558
"[214996.9495099195, 25.45821483364418, 0.21827529631472753, 5.8253279955372275, -0.4925071747559321, 0.0034549125752900032, 0.986808247867692]","[215316.59573124116, 25.45821483364418, 0.2218968210923039, 5.808799747068768, -0.4952621460452847, 0.0035692327888543316, 0.9871424215501864]",21.46484,25.0,1800.0,4000.0,0.10495008513685926
"[398832.5658657876, 21.779486287708007, 0.10649340002767654, 46.969139647911476, 2.3874672057249935, 0.008451387692630014, 1.5558679079273154]","[399082.89323751145, 22.270529046352106, 0.1064934000041465, 46.92780426633642, 2.3839142484271743, 0.008594481255331014, 1.5557027315621628]",21.48438,25.0,1800.0,4000.0,0.10504565471077314
"[488679.7601903655, 22.270529046352106, 0.11448674775102004, 38.352302144010274, 1.9752299263666557, 0.0001728647257200002, 1.6345420352117548]","[488900.09925499116, 22.270529046352106, 0.11448674772781697, 38.32692331318652, 1.973335411940525, 0.0001337320309307124, 1.6342997050045827]",21.50391,25.0,1800.0,4000.0,0.10514117543095661
"[225442.44644394648, 21.299270527843998, 0.6260149163444162, 3.3009521656182876, -0.44790014329781086, -0.0005048931126600076, 1.0903081534981307]","[225563.17856896928, 21.299270527843998, 0.6270840561953558, 3.3048301015323727, -0.44722049846972217, -0.0005837806417944238, 1.0903550804390743]",21.52344,25.0,1800.0,4000.0,0.10523669620710566
"[183062.12439132127, 24.34793550567121, 0.2931713915373087, 2.1572711037873376, -0.14156416105129105, 0.0026028168440200014, 0.9066295186193911]","[183345.65305609675, 24.34793550567121, 0.27959735422964943, 2.1489696935753617, -0.13738230532850398, 0.002432448441082844, 0.9070938972210617]",21.54297,25.0,1800.0,4000.0,0.10533221703922038
"[226366.59284911325, 27.21928127950857, 0.573177391283368, 7.037539292406603, -0.7265400729796888, -0.0005711606545599972, 0.9848727641532011]","[226556.3434588522, 27.21928127950857, 0.5670753310816855, 7.006966273300781, -0.7228272992803728, -0.0003972873984227654, 0.9850481541372355]",21.5625,25.0,1800.0,4000.0,0.10542773792730079
"[209828.55914985843, 27.21928127950857, 0.577202162065238, 6.958379207128342, -0.7457437914934915, 0.01296823699659, 0.9467369830314373]","[209787.31059540497, 27.21928127950857, 0.5850623669097386, 6.936811236254718, -0.7459098632284328, 0.013364168233435177, 0.9466638564946513]",21.58203,25.0,1800.0,4000.0,0.1055232588713469
"[172309.6388104734, 20.370370370370356, 0.4409881117177704, 1.790939268357092, -0.11164616749109474, 0.008217024940719998, 0.925377808756333]","[172313.59504534208, 20.370370370370356, 0.44159920559776156, 1.7795514377397321, -0.11039832284349775, 0.008664738924358263, 0.9254454611638859]",21.60156,25.0,1800.0,4000.0,0.10561877987135875
"[177602.6932923849, 21.299270527843998, 0.4299660858666382, 1.7798090540649305, 0.10095401738614238, -0.011121556865670006, 0.9326239090336014]","[177819.79687657685, 21.299270527843998, 0.4307696430058851, 1.7643172858537053, 0.10231263376554366, -0.010706604147959618, 0.9325075339911388]",21.62109,25.0,1800.0,4000.0,0.1057143009273364
"[164135.25035070526, 35.56898559746622, 0.4115701008192632, 1.3576798074295011, 0.15711010994029423, -0.0013879523071600134, 0.8381845927164722]","[164179.88730090266, 35.56898559746622, 0.4161761119048461, 1.357962016899009, 0.15535850921422706, -0.0012204562299693259, 0.8379865433447788]",21.64062,25.0,1800.0,4000.0,0.10580982203927983
"[201000.13744013378, 21.299270527843998, 0.5638676615695273, 4.3094466173989305, -0.3768954164805598, 0.012328203495769992, 0.9838965573332414]","[201229.10297882318, 21.299270527843998, 0.5625739286135748, 4.317930934740655, -0.3777434759807236, 0.012094178091159305, 0.9841781923490637]",21.66016,25.0,1800.0,4000.0,0.10590539211717166
"[230345.3472308104, 27.21928127950857, 0.2916524261907931, 4.6917692675711224, -0.03346962662874204, 0.010194589826800007, 1.1325154961085986]","[230509.35326943762, 27.21928127950857, 0.28871758586939134, 4.692309365272912, -0.02993505456523154, 0.010225966513332562, 1.1329233720209198]",21.67969,25.0,1800.0,4000.0,0.10600091334107549
"[462311.2718311952, 21.299270527843998, 0.20391628060529748, 68.83898066678373, 3.4616684378890223, 0.009921210306890004, 1.6039201561829244]","[462381.6262600767, 21.299270527843998, 0.2069125571797855, 68.91638158180227, 3.466842142846598, 0.010372108301799531, 1.604250157449284]",21.69922,25.0,1800.0,4000.0,0.1060964346209452
"[507865.99566099, 63.507780636922014, 0.1885904043988284, 79.8639393477378, 3.8523143992316395, -0.004070885491350007, 1.5445830621559535]","[507925.7002145519, 63.507780636922014, 0.19170315777811886, 80.00082577454955, 3.859368064051182, -0.004592501519334814, 1.5447263904630257]",21.71875,25.0,1800.0,4000.0,0.10619195595678087
"[191905.68040179182, 31.816834487148164, 0.23722542529766594, 2.5365624779931464, 0.09403937310706156, -0.0001300882850600029, 0.9306861651381189]","[192126.05879813945, 31.816834487148164, 0.24050975245422088, 2.5375303664337796, 0.09456501912853685, -0.0005465480407214045, 0.9306600592359543]",21.73828,25.0,1800.0,4000.0,0.10628747734858252
"[176826.072963465, 24.34793550567121, 0.3926339518190252, 1.9483159760526334, -0.0950268907927608, 0.0067513112798399996, 0.8659080886676401]","[177199.25186270376, 24.34793550567121, 0.3971658804630904, 1.948666303701791, -0.09473570445864224, 0.006459743924800243, 0.8661428215171243]",21.75781,25.0,1800.0,4000.0,0.10638299879635016
"[167818.01683332882, 32.53418043238794, 0.19486464103108037, 3.444103209870879, 0.03678503695555224, 0.007171814496960003, 0.8810366043749646]","[167970.2058374367, 32.53418043238794, 0.19486464105239312, 3.446702191767492, 0.04022224615250859, 0.006835243657681609, 0.8814829158397682]",21.77734,25.0,1800.0,4000.0,0.10647852030008384
"[162039.15155168244, 32.53418043238794, 0.21280797594940604, 3.170426604065529, -0.07265611513271034, 0.005582752981869996, 0.8774610777482599]","[162293.15138133365, 32.53418043238794, 0.21628482102971092, 3.1702166433599794, -0.07166979698047435, 0.0057903320300753455, 0.8779108386589768]",21.79688,25.0,1800.0,4000.0,0.10657409076996678
"[150889.1739404618, 24.34793550567121, 0.5730896876561098, 0.9764118789924878, -0.07124957775210813, 0.0005655014355699936, 0.8488612272477322]","[150854.6047674231, 24.34793550567121, 0.5758988638092163, 0.975953974881647, -0.07403886189139837, 0.0007048302518656442, 0.8485918567754274]",21.81641,25.0,1800.0,4000.0,0.10666961238566129
"[165685.86637710666, 21.299270527843998, 0.6110119884256382, 3.906541284136165, -0.4083195646250784, 0.000626135931589999, 0.9467156683158688]","[165559.54064492855, 21.299270527843998, 0.6110119883917854, 3.899117720559139, -0.41001007263247163, 0.0009027135882993229, 0.9463244679965008]",21.83594,25.0,1800.0,4000.0,0.10676513405732192
"[176968.5466811811, 21.299270527843998, 0.4078640655759493, 4.475964531617116, -0.568595192487921, 0.004331662026839996, 0.9712292540798538]","[176994.31097982518, 21.299270527843998, 0.418467739586522, 4.453588854153744, -0.5705523330318876, 0.0045227912063300554, 0.9712047363109768]",21.85547,25.0,1800.0,4000.0,0.10686065578494876
"[167209.30183155744, 32.53418043238794, 0.3126910037281666, 2.9239532737758545, -0.3383660159451924, -0.0015599004230100045, 0.8997036879963182]","[167507.6509536713, 32.53418043238794, 0.321017249750483, 2.9092750925297857, -0.34109545390432655, -0.001571665990840991, 0.9002502443484027]",21.875,25.0,1800.0,4000.0,0.1069561775685418
"[247928.64815445043, 26.619123513162695, 0.4410776162500425, 10.650055628572797, 0.6787253368612347, 0.0011312689570499978, 1.127544530087299]","[248051.76487120806, 26.619123513162695, 0.44639530311155884, 10.608616944742003, 0.6743177619131474, 0.0009728415525298777, 1.128034092511916]",21.89453,25.0,1800.0,4000.0,0.10705169940810107
"[371518.3049367493, 26.619123513162695, 0.19170311897613765, 38.361689192963695, 3.17513832768006, 0.012014014875080001, 1.3937343334049577]","[371498.63563115406, 26.619123513162695, 0.19170311896940223, 38.38235241475227, 3.1771702091715115, 0.01164406617031798, 1.3938915809866437]",21.91406,25.0,1800.0,4000.0,0.10714722130362658
"[288320.1741563335, 20.370370370370356, 0.1822897054159311, 52.962640061654014, 3.8521918237191684, 0.005584301459850001, 1.2535444955445785]","[288346.65667317144, 20.370370370370356, 0.1822897054091214, 52.9968438885382, 3.8563998969715847, 0.005317413097811577, 1.2537556285449283]",21.93359,25.0,1800.0,4000.0,0.10724274325511843
"[169102.4196958917, 35.56898559746622, 0.4021966777718242, 1.9396141283753519, 0.04043529211704398, -0.013876098011879999, 0.9154559174713027]","[169070.45178560648, 35.56898559746622, 0.401923131374615, 1.9379350448775687, 0.04214364102879855, -0.01440898957175774, 0.9155712993829502]",21.95312,25.0,1800.0,4000.0,0.1073382652625766
"[147757.96424112382, 35.56898559746622, 0.4812321154359611, 1.1037405941831935, 0.014406100096626795, -0.005610639565879996, 0.8125377613871203]","[147628.1760984828, 35.56898559746622, 0.4812321154638217, 1.1154924339523147, 0.014937969568820087, -0.006458264129546704, 0.8119937795023026]",21.97266,25.0,1800.0,4000.0,0.10743383623644223
"[219438.7983899732, 21.299270527843998, 0.1798804297128736, 6.58817446935428, 0.13885080131978098, 0.014908126316070011, 0.990734397839252]","[219513.5001194727, 21.299270527843998, 0.17988042975669022, 6.614064207455042, 0.13617163026728135, 0.014411303393563406, 0.9909085014569292]",21.99219,25.0,1800.0,4000.0,0.1075293583558618
"[204255.72815307003, 21.299270527843998, 0.22239589286821249, 5.138514344603328, 0.0783962018275461, 0.011290735441910005, 1.0588960409034953]","[204587.67584749917, 21.299270527843998, 0.22239589290792755, 5.148293670820241, 0.07582470561811241, 0.011249165043346694, 1.0594365357634814]",22.01172,25.0,1800.0,4000.0,0.10762488053124784
"[169057.03539272895, 21.299270527843998, 0.5383321072867558, 0.8014377649878082, 0.013405166747136524, -0.0008402971009499929, 0.9266719576088733]","[169220.12404229335, 21.299270527843998, 0.5407872732622176, 0.7988659751165255, 0.011226624277747092, -0.0005920495084811721, 0.9269891848300046]",22.03125,25.0,1800.0,4000.0,0.10772040276260034
"[199115.35598330977, 21.299270527843998, 0.4321832780068392, 11.903685770913297, -1.0369459781768684, -0.006737364572909993, 0.9245551025869851]","[199431.2528718464, 21.299270527843998, 0.42871641589728593, 11.848875202395575, -1.0346228702952072, -0.006699604773127849, 0.9248540951966674]",22.05078,25.0,1800.0,4000.0,0.10781592504991933
"[189573.3321616853, 20.829643042330236, 0.42345685197370025, 11.008729588146155, -1.040255343146612, 0.0084783397444, 0.9458486453924623]","[189488.61994674755, 20.829643042330236, 0.41812508872781007, 10.964832500558712, -1.0384868364939956, 0.00842205096750086, 0.9459197185501869]",22.07031,25.0,1800.0,4000.0,0.10791144739320485
"[159877.1754723249, 36.370927965583945, 0.5634847035827227, 0.8329863541582365, -0.13177932000841877, 0.009636485442410001, 0.8939926556769883]","[159895.49227207742, 36.370927965583945, 0.5642445735866304, 0.8291402258859981, -0.13329021200578137, 0.00970592472523924, 0.893829447252897]",22.08984,25.0,1800.0,4000.0,0.10800696979245691
"[208551.12733604416, 27.21928127950857, 0.3977632088825213, 7.159556824920248, 0.3534875273353121, 0.00311455223819, 1.0495856711914688]","[208573.75238741338, 27.21928127950857, 0.3977632089119837, 7.182109500152054, 0.35167605958752085, 0.0031440867167648206, 1.04950707744765]",22.10938,25.0,1800.0,4000.0,0.10810254115831731
"[370047.3138053887, 25.45821483364418, 0.6029162478806253, 40.15518931173428, 2.858853017040362, -0.0017951776304200085, 1.3785274262823035]","[370429.6168788337, 25.45821483364418, 0.6029162478791883, 40.1761258616939, 2.8614228987318233, -0.0018154811713379261, 1.378918864268073]",22.12891,25.0,1800.0,4000.0,0.10819806366953129
"[299947.70797115105, 29.102169111790477, 0.596061525671126, 57.756023626923714, 3.6414963416480486, 0.002673278688479991, 1.2446626544132715]","[300135.1922438589, 29.102169111790477, 0.6000087873777903, 57.787969874898195, 3.6461667749861464, 0.0027746036073770116, 1.2449859763686901]",22.14844,25.0,1800.0,4000.0,0.10829358623671193
"[198010.32006587743, 35.56898559746622, 0.16978583464607322, 5.39113568919927, -0.2097003755301512, 0.0032786238439999967, 0.9634508896881794]","[198134.53744605475, 35.56898559746622, 0.16526315097499794, 5.411130768398738, -0.21332777270843414, 0.0032057683002428864, 0.9638555792164867]",22.16797,25.0,1800.0,4000.0,0.10838910885985924
"[217914.77529220283, 23.811088024719595, 0.1888254299407398, 5.524624578569377, -0.18163182902471348, -0.0008816670677699943, 1.0326829652988556]","[218068.91374945987, 23.811088024719595, 0.1888254299747425, 5.529922628571175, -0.18598831592101983, -0.0010204716497097888, 1.0333046090164397]",22.1875,25.0,1800.0,4000.0,0.1084846315389733
"[181737.69137099956, 34.78472525171508, 0.2941170658198657, 3.0585700245845953, 0.007200001529235893, -0.003522864502940003, 0.9356541921978022]","[182027.20950909558, 34.78472525171508, 0.2905562822899215, 3.0559831762518, 0.0034228128629895816, -0.0031055103504683684, 0.9359471460668802]",22.20703,25.0,1800.0,4000.0,0.10858015427405411
"[158269.187808819, 21.299270527843998, 0.49042738034046574, 0.9202984128333043, 0.018393054092678177, -0.00015151702560999602, 0.8403687599956062]","[158493.71599235042, 21.299270527843998, 0.49042738032810074, 0.9154184840329456, 0.018161577743905716, -0.00029172092811272245, 0.8404313230515917]",22.22656,25.0,1800.0,4000.0,0.10867567706510171
"[144721.8715421889, 21.299270527843998, 0.48757760302548925, 0.7898422841771149, -0.05029177618089354, 0.0051546110131400055, 0.8391536749138978]","[144706.52786581847, 21.299270527843998, 0.48531084263552743, 0.7874147579980901, -0.04835173356366099, 0.004967478401672885, 0.8393621242346294]",22.24609,25.0,1800.0,4000.0,0.10877119991211616
"[165864.8995274299, 70.99723687829994, 0.4912200894637455, 8.18511555940525, -1.1692920258898454, -0.0005436294476399835, 0.9099891383662236]","[165904.83947373662, 70.99723687829994, 0.5001751897683592, 8.137556057226993, -1.1626992131911438, -0.0001750530099772356, 0.9102482296697658]",22.26562,25.0,1800.0,4000.0,0.10886672281509746
"[195186.8139323519, 25.45821483364418, 0.6777063817318092, 7.679717953616061, -1.089010099487836, -0.015853278826649993, 0.9566652204861156]","[195054.40877877246, 25.45821483364418, 0.67655948542792, 7.646460080870977, -1.083511657664993, -0.015839450204239103, 0.9566288932252986]",22.28516,25.0,1800.0,4000.0,0.10896229468494525
"[205540.44809460835, 35.56898559746622, 0.3063406593949775, 3.595780574618546, -0.05703454910557413, -0.009238601545620005, 0.9716811894098417]","[205285.21441266558, 27.21928127950857, 0.3036635182564649, 3.5791362346286366, -0.06010004192231751, -0.00954779407167181, 0.9713616545185436]",22.30469,25.0,1800.0,4000.0,0.10905781769988902
"[400676.8012804561, 27.21928127950857, 0.6954103318563072, 23.82081844487844, 2.513021943488142, 0.034737307401840015, 1.4479728613681593]","[400624.1669679532, 27.21928127950857, 0.6959093707664029, 23.832797604582392, 2.511978509383727, 0.0343361298182724, 1.4475180643552465]",22.32422,25.0,1800.0,4000.0,0.10915334077079974
"[540161.981355207, 35.56898559746622, 0.11586101456751702, 21.397540477066467, 0.9208248254277754, 0.014652426269160013, 1.6751952729666555]","[540660.3915104294, 35.56898559746622, 0.11586101464929702, 21.419832259522515, 0.9191636198673097, 0.01465330499190796, 1.675191898043053]",22.34375,25.0,1800.0,4000.0,0.10924886389767745
"[268131.7838591273, 23.811088024719595, 0.3370987340151618, 27.727495777579232, -1.5934875601563314, -0.021428079987669997, 1.265335415316097]","[268293.51291895035, 23.811088024719595, 0.33042932418806803, 27.799784625279234, -1.5919929100705987, -0.021403973549728547, 1.2656844673695518]",22.36328,25.0,1800.0,4000.0,0.1093443870805222
"[169907.60570837403, 21.299270527843998, 0.24203417324385576, 2.240964614087405, 0.0692249943089579, -0.013847481651099993, 0.8605660432318786]","[169824.2518139581, 21.299270527843998, 0.23883203261110342, 2.263722131836654, 0.07068002159397363, -0.013945934417695033, 0.860458834596127]",22.38281,25.0,1800.0,4000.0,0.10943991031933399
"[203335.74965808183, 22.772642910514097, 0.6581541625720151, 3.4272752457019324, 0.336824965659214, 0.003431441550789998, 0.9726871814818239]","[203235.3070223512, 22.772642910514097, 0.6556151411918504, 3.421184982049869, 0.33531310599636477, 0.003586989400355062, 0.9727007885486371]",22.40234,25.0,1800.0,4000.0,0.10953543361411287
"[210074.89763104965, 35.56898559746622, 0.6413350861255132, 3.1224391703101606, 0.16922119724649295, 0.011690608542949999, 0.9912266590384595]","[210099.67916252618, 35.56898559746622, 0.6404007125571145, 3.109490276827448, 0.16830307527530497, 0.012249616953294813, 0.9915483544754997]",22.42188,25.0,1800.0,4000.0,0.10963100587595914
"[157578.54878105182, 21.299270527843998, 0.4960054255121418, 1.4326867203233729, -0.16498115922394502, 0.005099255973540002, 0.8848359507207477]","[157647.2748794552, 21.299270527843998, 0.5006106402534475, 1.4386143965710714, -0.16302849488869575, 0.005438754272601329, 0.8848556220771618]",22.44141,25.0,1800.0,4000.0,0.10972652928270095
"[163943.9385646824, 21.299270527843998, 0.47144548784608054, 1.1756285889678013, -0.05309941977309841, -0.002285856162609991, 0.8596317880746537]","[163750.25153867702, 21.299270527843998, 0.4725166194095666, 1.1840610048226132, -0.05351467437907356, -0.002507259720628194, 0.8590136266356413]",22.46094,25.0,1800.0,4000.0,0.10982205274540995
"[207062.932865388, 35.56898559746622, 0.6926916882864214, 10.81948814366567, -1.1872334411163419, -0.0038989800500899945, 0.9690826624106865]","[206868.21545053742, 35.56898559746622, 0.6922974943504487, 10.840953312271509, -1.1856101043491707, -0.0038701902670882225, 0.9690461033585434]",22.48047,25.0,1800.0,4000.0,0.10991757626408616
"[208491.37050846682, 23.811088024719595, 0.2514470699496597, 8.907437753338234, -0.5993661956595987, -0.0009683574491699929, 1.0866615609155361]","[208381.9972072437, 23.811088024719595, 0.2542931659837562, 8.902789580735796, -0.5982102956249601, -0.00045758717209602826, 1.08695516207242]",22.5,25.0,1800.0,4000.0,0.11001309983872963
"[224707.9437488597, 21.299270527843998, 0.3908185521505333, 8.998410998972217, 0.8925932147221526, -0.005886579561189997, 1.1599549464622898]","[224585.3806980599, 21.299270527843998, 0.38437532025478244, 8.98120277562214, 0.8890976853104797, -0.005576676501222651, 1.1597698485257484]",22.51953,25.0,1800.0,4000.0,0.11010862346934039
"[298662.183600251, 21.299270527843998, 0.6732284032597656, 21.23634042018081, 2.0316147213946967, -0.000778857884089998, 1.2369902181799566]","[298454.8193681264, 21.299270527843998, 0.6745546351324454, 21.200403434806713, 2.0257589816034383, -0.0005171645486380783, 1.2368610630660786]",22.53906,25.0,1800.0,4000.0,0.11020414715591847
"[237387.23265163158, 31.816834487148164, 0.6701822530120228, 30.079847411428076, 2.3575613616011464, 0.006875628456880005, 1.0552295712675306]","[237434.61228696202, 31.816834487148164, 0.671926912767663, 30.014293631513283, 2.352270388749098, 0.00723135801162852, 1.0552778696693872]",22.55859,25.0,1800.0,4000.0,0.1102996708984639
"[176217.10724095142, 22.772642910514097, 0.2039162147112869, 12.3203555699871, -0.8887699474424313, 0.003182423125400002, 0.9070810969891494]","[176411.33215264097, 22.772642910514097, 0.20391621472381663, 12.314547125642726, -0.8843181743316973, 0.003730043220279578, 0.9068709167026356]",22.57812,25.0,1800.0,4000.0,0.11039519469697671
"[175877.0463857884, 21.299270527843998, 0.20089760825084801, 13.11345941607642, -0.9439434566622797, -0.0031899905081999983, 0.8877971656085888]","[175840.82532246257, 21.299270527843998, 0.19785621054216582, 13.09500291289126, -0.9398916415026093, -0.002411626562675491, 0.8878244418917788]",22.59766,25.0,1800.0,4000.0,0.11049076746281511
"[199358.00643703862, 35.56898559746622, 0.34854015672637084, 6.577316035192663, 0.13890772448868988, -0.015942925947499995, 0.971089403257324]","[199332.39751836687, 35.56898559746622, 0.346330595939645, 6.542024343614258, 0.14096678428200507, -0.015369998530868394, 0.9713258229520003]",22.61719,25.0,1800.0,4000.0,0.11058629137329147
"[198651.29617556714, 35.56898559746622, 0.34854015672637084, 6.138132682644425, 0.16135017985648653, -0.00811888736409001, 0.9888743739407075]","[198603.53074793893, 35.56898559746622, 0.3485401566897477, 6.113490271978902, 0.16569323337708833, -0.00809318696097185, 0.9887374814297325]",22.63672,25.0,1800.0,4000.0,0.11068181533973527
"[153703.85806490268, 21.299270527843998, 0.3446841264054771, 1.4640875485317997, 0.027325913978606342, 0.009624420726179998, 0.8447597936681698]","[153977.4202239915, 21.299270527843998, 0.34468412638960866, 1.4637672739936152, 0.02973161783554436, 0.008925861250294778, 0.8444098840261381]",22.65625,25.0,1800.0,4000.0,0.1107773393621466
